irn,identifier,title,title_length,number_of_images,media_irn,media_title,media_type,contentUrl,thumbnailUrl,rights_title,width,height,description,cleanDescription,observedDimension,creator,createdDate,createdPlace,lat,long,productionUsedTechnique,isMadeOfSummary,isMadeOf,isTypeOf,influencedBy,depicts,refersTo,creditLine,qualityScore,CO_url,CO_url_text
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357970,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357970/full,https://media.tepapa.govt.nz/collection/357970/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357971,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357971/full,https://media.tepapa.govt.nz/collection/357971/thumb,No Known Copyright Restrictions,4501,6825,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357972,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357972/full,https://media.tepapa.govt.nz/collection/357972/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357973,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357973/full,https://media.tepapa.govt.nz/collection/357973/thumb,No Known Copyright Restrictions,4394,6864,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357974,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357974/full,https://media.tepapa.govt.nz/collection/357974/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357975,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357975/full,https://media.tepapa.govt.nz/collection/357975/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357976,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357976/full,https://media.tepapa.govt.nz/collection/357976/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357959,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357959/full,https://media.tepapa.govt.nz/collection/357959/thumb,No Known Copyright Restrictions,4421,6830,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357977,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357977/full,https://media.tepapa.govt.nz/collection/357977/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357978,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357978/full,https://media.tepapa.govt.nz/collection/357978/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357979,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357979/full,https://media.tepapa.govt.nz/collection/357979/thumb,No Known Copyright Restrictions,4445,6888,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357980,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357980/full,https://media.tepapa.govt.nz/collection/357980/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357981,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357981/full,https://media.tepapa.govt.nz/collection/357981/thumb,No Known Copyright Restrictions,4493,6856,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357982,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357982/full,https://media.tepapa.govt.nz/collection/357982/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357983,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357983/full,https://media.tepapa.govt.nz/collection/357983/thumb,No Known Copyright Restrictions,4541,6776,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357984,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357984/full,https://media.tepapa.govt.nz/collection/357984/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357985,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357985/full,https://media.tepapa.govt.nz/collection/357985/thumb,No Known Copyright Restrictions,4444,6792,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357986,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357986/full,https://media.tepapa.govt.nz/collection/357986/thumb,No Known Copyright Restrictions,4508,6796,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357960,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357960/full,https://media.tepapa.govt.nz/collection/357960/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357987,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357987/full,https://media.tepapa.govt.nz/collection/357987/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357961,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357961/full,https://media.tepapa.govt.nz/collection/357961/thumb,No Known Copyright Restrictions,4546,6813,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357962,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357962/full,https://media.tepapa.govt.nz/collection/357962/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357963,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357963/full,https://media.tepapa.govt.nz/collection/357963/thumb,No Known Copyright Restrictions,4485,6825,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357964,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357964/full,https://media.tepapa.govt.nz/collection/357964/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357965,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357965/full,https://media.tepapa.govt.nz/collection/357965/thumb,No Known Copyright Restrictions,4443,6832,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416942,RB000121,"Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, a small collection of engravings",272,,357966,"RB000121; Catalogue of the valuable library of Christopher Beckett Denison, Esq., deceased... comprising works on the fine arts, books of prints, historical and biographical works, voyages and travels, and works in general English literature ; also, ; vie",ImageObject,https://media.tepapa.govt.nz/collection/357966/full,https://media.tepapa.govt.nz/collection/357966/thumb,No Known Copyright Restrictions,4509,6840,,,,"Christie, Manson & Woods (publisher)",1885,,,,printing,leather bound book,"printing paper, ink, leather",rare books,,,,Gift of Charles Rooking Carter,5.1666665,https://collections.tepapa.govt.nz/object/1416942,Te Papa Collections Online
1416944,RB000123,Catalogue of the York Gate Library : Geographical and Colonial Library,70,,349994,"RB000123; Catalogue of the York Gate Library : Geographical and Colonial Library; 1886; Petherick, Edward ; Recto",ImageObject,https://media.tepapa.govt.nz/collection/349994/full,https://media.tepapa.govt.nz/collection/349994/thumb,No Known Copyright Restrictions,3276,4650,,,"Overall: 200mm (width), 280mm (height), 62mm (depth)","Edward Augustus Petherick (author), John Murray (publisher)",1886,London,51.5,-0.167,printing,bound book,"printing paper, ink",rare books,,,"Voyages around the world, colonies",Gift of Charles Rooking Carter,6.0,https://collections.tepapa.govt.nz/object/1416944,Te Papa Collections Online
1416944,RB000123,Catalogue of the York Gate Library : Geographical and Colonial Library,70,,349993,"RB000123; Catalogue of the York Gate Library : Geographical and Colonial Library; 1886; Petherick, Edward ; Page 1",ImageObject,https://media.tepapa.govt.nz/collection/349993/full,https://media.tepapa.govt.nz/collection/349993/thumb,No Known Copyright Restrictions,2874,4512,,,"Overall: 200mm (width), 280mm (height), 62mm (depth)","Edward Augustus Petherick (author), John Murray (publisher)",1886,London,51.5,-0.167,printing,bound book,"printing paper, ink",rare books,,,"Voyages around the world, colonies",Gift of Charles Rooking Carter,6.0,https://collections.tepapa.govt.nz/object/1416944,Te Papa Collections Online
